Date,Surface Pressure,Specific Humidity,Relative Humidity,Rainfall,Temperature,Temperature range,Temperature max,Temperature min
2015-4-17,97.89,12.45,48.44,0,30.19,-258.23,37.24,22.32
2015-4-18,97.51,12.21,44.88,0,31.71,-254.85,41.09,22.8
2015-4-19,97.56,12.08,43.5,0,32.12,-255.84,40.92,23.61
2015-4-20,97.68,12.51,42.88,0,32.85,-255.74,41.73,24.3
2015-4-21,97.62,12.08,39.94,0,33.43,-256.24,42,25.08
2015-4-22,97.52,10.25,34.25,0,33.52,-258.08,41.48,26.41
2015-4-23,97.59,9.4,31.38,0.07,33.14,-259.92,40.29,27.05
2015-4-24,97.59,6.96,23.5,0.14,32.96,-257.97,41.19,26.01
2015-4-25,97.48,8.12,28.81,0,33.16,-254.24,42.47,23.55
2015-4-26,97.61,9.77,32.38,1.12,33.23,-256.51,41.44,24.8
2015-4-27,97.63,10.86,36.25,0.33,34.17,-255.25,43.24,25.34
2015-4-28,97.47,7.93,23.44,0.35,35.48,-255.63,44.62,27.1
2015-4-29,97.37,7.51,21.94,0,35.55,-256.08,44.13,27.06
2015-4-30,97.48,6.53,19.5,0,35.53,-255.45,44.55,26.86
2015-5-1,97.47,6.35,18.81,0,35.2,-255.21,44.22,26.28
2015-5-2,97.42,6.84,19.56,0,35.59,-255.31,44.07,26.23
2015-5-3,97.49,6.53,19.44,0.01,35.41,-256.96,43.42,27.23
2015-5-4,97.6,10.68,30.88,2.99,35.3,-258.64,42.61,28.1
2015-5-5,97.59,11.41,33.06,0,35.4,-259.39,42.31,28.55
2015-5-6,97.43,8.61,24.75,0,35.85,-258.24,43.48,28.57
2015-5-7,97.49,7.81,22.38,0,36.07,-256.64,44.29,27.78
2015-5-8,97.36,6.16,17.56,0,36.4,-255.02,45.05,26.92
2015-5-9,97.23,6.53,18.12,0,36.05,-258.96,43.38,29.19
2015-5-10,97.4,8.3,24.38,0.01,34.71,-261.23,40.98,29.05
2015-5-11,97.52,10.31,28.69,0.19,35.78,-259.45,42.89,29.19
2015-5-12,97.55,11.78,32.75,0.4,35.55,-261.74,41.07,29.65
2015-5-13,97.49,11.11,30.31,0.15,35.77,-262.52,41.31,30.69
2015-5-14,97.67,11.47,33.25,0.28,34.69,-262.8,39.99,29.65
2015-5-15,97.71,13.85,45.88,16.33,32.39,-264.28,36.08,27.21
2015-5-16,97.48,15.44,54.75,3.43,31.86,-259.28,39.22,25.35
2015-5-17,97.18,14.22,46.25,0,33.42,-257.6,41.16,25.62
2015-5-18,97.11,12.45,37.94,0,35.11,-256.55,43.55,26.94
2015-5-19,97.06,10.38,28.31,0,37.32,-254.76,46.63,28.24
2015-5-20,97.12,9.09,23.12,0,37.87,-255.88,46.94,29.66
2015-5-21,97.17,8,20.06,0,37.97,-255.93,46.77,29.55
2015-5-22,97.11,8.79,20.88,0,38.47,-257.16,46.22,30.23
2015-5-23,97.1,8,19.88,0,37.75,-258.44,45.24,30.54
2015-5-24,97.21,9.58,24.69,0.01,37.42,-257.91,44.91,29.68
2015-5-25,97.19,10.31,26.5,0.21,37.69,-257.67,45.25,29.76
2015-5-26,97.24,10.19,25.88,0,37.78,-257.88,45.51,30.24
2015-5-27,97.16,9.64,23.69,0.16,38.79,-256.85,46.59,30.3
2015-5-28,97.06,9.4,22.75,0,38.73,-257.31,46.51,30.68
2015-5-29,97.07,9.89,22.06,0.15,39.55,-258.56,46.69,32.1
2015-5-30,97.12,8.67,19.5,0.02,40.02,-259.14,47.38,33.37
2015-5-31,97.01,8.18,18.38,0.06,39.47,-258.04,47.03,31.92
2015-6-1,97.05,11.6,29,0.3,37.69,-260.99,43.82,31.66
2015-6-2,97.23,12.08,31.56,1.32,36.55,-264.2,41.25,32.3
2015-6-3,97.23,11.05,28.25,0,37.29,-260.41,43.38,30.65
2015-6-4,97.22,11.66,28.19,0.09,37.8,-263.04,42.97,32.86
2015-6-5,97.35,12.94,34.38,0.28,36.12,-263.76,41.06,31.67
2015-6-6,97.15,11.66,30.12,0.83,37.29,-259.86,44.19,30.9
2015-6-7,97.13,13.37,36.25,3.9,36.16,-261.56,42.23,30.65
2015-6-8,97.24,14.1,40.12,0.06,35.1,-262.45,40.43,29.73
2015-6-9,97.26,14.04,38.94,0.04,35.44,-262.8,40.46,30.11
2015-6-10,97.16,13.55,35.19,0.13,36.6,-262.07,41.89,30.81
2015-6-11,97.21,15.87,45.44,4.09,34.59,-265.27,38.62,30.73
2015-6-12,97.31,19.47,72,17.68,29.9,-268.56,32.15,27.56
2015-6-13,97.19,18.74,74.75,32.63,28.65,-266.76,32.33,25.94
2015-6-14,97.16,18.68,78.88,27.49,27.64,-267.49,30.83,25.18
2015-6-15,97.14,18.68,74.88,4.58,28.58,-264.99,32.88,24.72
2015-6-16,97.1,19.47,78.44,33.15,28.39,-266.4,31.68,24.93
2015-6-17,96.99,20.02,80.19,14.4,28.49,-265.92,32.85,25.62
2015-6-18,96.94,20.32,85,36.17,27.62,-267.92,30.28,25.05
2015-6-19,96.9,19.71,81.88,11.38,27.83,-266.78,31.34,24.98
2015-6-20,96.76,20.02,80.19,18.27,28.44,-265.46,32.69,25.01
2015-6-21,96.64,21,90.62,71.47,26.91,-269.05,29.04,24.94
2015-6-22,96.74,20.02,90.56,53.08,26.17,-269.59,27.89,24.32
2015-6-23,96.95,19.1,81.06,0.33,27.48,-265.53,31.38,23.77
2015-6-24,97.04,18.55,78.5,2.5,27.55,-266.02,31.48,24.33
2015-6-25,96.98,18.01,75.88,0.67,27.76,-263.28,33.38,23.52
2015-6-26,97,18.43,75.69,0.95,28.22,-263.27,33.58,23.71
2015-6-27,97.09,18.86,76.06,1.33,28.53,-264,33.55,24.4
2015-6-28,97.36,18.62,74.38,0.05,28.76,-264.17,33.59,24.61
2015-6-29,97.49,18.86,75.75,0.18,28.56,-265.35,32.26,24.48
2015-6-30,97.48,18.92,78.06,2.43,28.1,-266.66,31.48,24.99
2015-7-1,97.57,18.8,78.5,2.23,27.92,-265.77,31.73,24.36
2015-7-2,97.59,18.68,79.31,0.82,27.62,-266.42,31.29,24.55
2015-7-3,97.52,17.82,73.62,0.01,28.23,-263.61,33.23,23.69
2015-7-4,97.41,17.64,71.12,0.01,28.68,-263.13,34.1,24.08
2015-7-5,97.26,17.64,70.56,0,28.85,-262.07,34.62,23.55
2015-7-6,97.17,17.76,71.69,0,28.69,-262.6,34.3,23.75
2015-7-7,97.06,17.82,72,0,28.55,-263.92,33.7,24.46
2015-7-8,97.13,18.31,73.88,0.15,28.45,-265.23,32.45,24.53
2015-7-9,97.17,17.88,74.31,3.24,27.98,-264.98,32.48,24.31
2015-7-10,96.91,18.13,80.12,5.78,26.73,-266.87,29.96,23.69
2015-7-11,97.02,18.25,77.75,3.12,27.51,-265.04,31.88,23.76
2015-7-12,97.24,18.19,70.56,0.34,29.3,-264.45,33.43,24.73
2015-7-13,97.29,19.04,73.31,0.74,29.36,-264.49,33.59,24.94
2015-7-14,97.15,19.65,74.75,0.95,29.55,-263.67,34.34,24.87
2015-7-15,96.94,19.1,72.75,1.24,29.55,-264.01,34.65,25.51
2015-7-16,96.8,18.43,70.62,0.05,29.41,-264.17,34.06,25.09
2015-7-17,96.85,18.86,73.06,0.72,29.16,-265.42,33.4,25.68
2015-7-18,96.98,18.92,76.44,2.77,28.44,-265.77,32.73,25.36
2015-7-19,96.93,18.37,80.75,9.33,26.86,-267.22,30.76,24.83
2015-7-20,96.88,19.1,87.12,6.64,26.12,-269.38,27.97,24.19
2015-7-21,96.92,18.8,80.31,4.2,27.49,-265.56,32.05,24.46
2015-7-22,96.99,19.47,86.94,21.23,26.51,-268.38,29.2,24.43
2015-7-23,97.14,19.65,81.88,13.91,27.92,-265.49,32.24,24.58
2015-7-24,97.31,19.41,87.38,29.19,26.45,-268.58,29.23,24.66
2015-7-25,97.21,19.1,84.06,11.45,26.91,-266.34,30.89,24.08
2015-7-26,97.27,18.19,81.12,0.68,26.73,-265.63,30.93,23.4
2015-7-27,97.47,17.94,80.44,0.94,26.74,-265.72,30.98,23.55
2015-7-28,97.46,17.46,75.69,0.93,27.44,-263.62,32.69,23.15
2015-7-29,97.39,17.7,77.06,0.02,27.2,-263.07,32.51,22.43
2015-7-30,97.4,18.01,77.38,0,27.48,-264.11,32.22,23.18
2015-7-31,97.42,17.76,76.25,0,27.57,-264.01,32.51,23.37
2015-8-1,97.57,17.82,76.75,0.04,27.47,-264.59,31.95,23.39
2015-8-2,97.59,17.64,76.44,0.1,27.4,-264.4,32.22,23.46
2015-8-3,97.41,18.07,83.44,17.43,26.09,-267.74,29.29,23.87
2015-8-4,97.17,18.8,92.94,83.68,24.76,-269.79,26.65,23.3
2015-8-5,97.05,17.27,85.81,37.87,24.75,-268.2,27.58,22.62
2015-8-6,97.14,17.64,83.19,3.47,25.73,-266.38,29.67,22.9
2015-8-7,97.19,19.04,81.81,9.09,27.34,-264.38,32.05,23.28
2015-8-8,97.19,20.08,84.81,9.27,27.58,-266.45,31.45,24.76
2015-8-9,97.04,19.47,82.62,2.09,27.58,-265.38,31.9,24.12
2015-8-10,97.05,20.2,84.06,3.58,27.8,-265.97,31.49,24.32
2015-8-11,97.22,20.57,84.75,12.11,27.98,-266.49,31.62,24.96
2015-8-12,97.24,20.39,89.81,56.43,26.77,-268.88,29.34,25.08
2015-8-13,97.15,19.17,92,40.86,25.26,-270.6,26.67,24.12
2015-8-14,97.21,18.74,88.06,27.23,25.71,-267.43,29.25,23.52
2015-8-15,97.39,18.55,86.56,0.24,25.87,-267.98,29.08,23.91
2015-8-16,97.5,19.47,84.62,0.13,27.15,-265.26,31.42,23.52
2015-8-17,97.53,18.98,85.81,0.63,26.48,-267.38,29.72,23.95
2015-8-18,97.64,19.17,84.06,1.22,27.05,-265.17,31.23,23.26
2015-8-19,97.72,19.71,86.62,22.85,26.98,-266.02,31.14,24.01
2015-8-20,97.7,19.47,86.81,8.25,26.73,-267.15,30.23,24.23
2015-8-21,97.6,18.01,81.94,0.14,26.48,-265.81,30.68,23.34
2015-8-22,97.48,17.82,82.19,0.08,26.22,-265.28,30.62,22.75
2015-8-23,97.47,17.88,83.19,0,26.07,-265.31,30.15,22.3
2015-8-24,97.56,18.19,82.25,0,26.57,-264.89,31.01,22.74
2015-8-25,97.5,18.31,83,0.08,26.52,-265.13,30.99,22.98
2015-8-26,97.37,18.68,81.12,0.33,27.26,-265.21,31.83,23.89
2015-8-27,97.31,19.47,86.06,4.19,26.77,-266.37,30.66,23.88
2015-8-28,97.35,19.59,90.94,14.78,25.9,-268.45,28.72,24.02
2015-8-29,97.29,19.9,86.94,16.01,27.01,-265.2,31.53,23.58
2015-8-30,97.42,19.23,85.25,6.15,26.79,-266.91,30.48,24.23
2015-8-31,97.56,18.86,86.31,3.21,26.29,-266.35,30.19,23.4
2015-9-1,97.5,18.68,84,0.68,26.62,-265.65,30.8,23.3
2015-9-2,97.5,18.19,81.69,0.01,26.67,-264.65,31.21,22.71
2015-9-3,97.7,17.58,78.5,2.03,26.89,-263.7,31.62,22.17
2015-9-4,97.94,17.27,72.81,2.48,27.86,-264.13,31.98,22.97
2015-9-5,97.92,17.88,73.94,0.1,28.19,-264.01,32.3,23.15
2015-9-6,97.83,18.49,77.5,0.13,27.83,-265.81,31.15,23.81
2015-9-7,97.77,19.23,83.94,19.54,27.06,-266.75,30.2,23.8
2015-9-8,97.77,18.62,82.38,18.62,26.9,-266.28,30.24,23.37
2015-9-9,97.76,18.25,79.12,0.25,27.3,-265.48,30.98,23.3
2015-9-10,97.75,17.52,74.31,0,27.76,-264,32.07,22.92
2015-9-11,97.65,17.88,77.31,1.09,27.4,-262.92,32.55,22.31
2015-9-12,97.57,18.62,78.81,0.63,27.69,-264.13,32.15,23.13
2015-9-13,97.6,18.8,80.19,3.01,27.47,-265.4,31.35,23.6
2015-9-14,97.46,19.23,84.62,15.8,26.88,-266.73,30.08,23.66
2015-9-15,97.34,20.02,89.5,15.18,26.54,-267.95,29.76,24.55
2015-9-16,97.09,19.96,87.19,9.65,26.95,-266.62,30.89,24.36
2015-9-17,96.58,20.2,94,55.45,25.66,-270.28,27.18,24.32
2015-9-18,96.95,20.26,88.38,14.78,26.96,-266.06,31.13,24.05
2015-9-19,97.34,19.23,85.75,0.8,26.69,-265.61,30.58,23.03
2015-9-20,97.36,18.37,82.31,0.22,26.66,-265.27,30.69,22.8
2015-9-21,97.43,18.19,82.06,0.02,26.53,-265.52,30.73,23.09
2015-9-22,97.6,17.94,82.56,0.01,26.23,-265.42,30.32,22.59
2015-9-23,97.79,18.8,84,1.92,26.73,-265.01,31.35,23.22
2015-9-24,97.75,18.25,83.38,0,26.38,-265.67,30.67,23.19
2015-9-25,97.66,17.58,82.94,0,25.85,-263.79,30.73,21.37
2015-9-26,97.73,14.89,78.12,0,24.22,-262.67,29.66,19.18
2015-9-27,97.76,15.32,77.69,0,24.72,-261.73,30.47,19.04
2015-9-28,97.76,16.78,80.19,1.2,25.69,-263.17,30.86,20.88
2015-9-29,97.83,17.21,81.44,0.22,25.9,-263.41,31.12,21.37
2015-9-30,97.99,17.21,82.12,0,25.76,-263.31,30.9,21.06
2015-10-1,98.03,18.31,83.19,0.84,26.42,-264.61,30.51,21.97
2015-10-2,98.07,18.31,78.75,1.64,27.44,-264.54,31.47,22.87
2015-10-3,97.95,19.23,82.25,0.52,27.45,-265.37,31.27,23.49
2015-10-4,97.95,17.94,78.88,0.69,27.11,-264.27,31.92,23.05
2015-10-5,97.92,16.11,74.31,0.03,26.43,-262.32,31.79,20.95
2015-10-6,97.83,15.81,73.88,0,26.21,-262.17,32.19,21.2
2015-10-7,97.84,15.44,75.75,0,25.43,-261.48,31.38,19.7
2015-10-8,97.79,13.85,64.75,0,26.23,-261.64,31.75,20.25
2015-10-9,97.67,14.1,64.5,0,26.58,-260.27,32.33,19.45
2015-10-10,97.75,14.47,63.94,0,27.19,-261.18,32.54,20.57
2015-10-11,97.96,14.28,62.12,0,27.26,-262.69,32.51,22.06
2015-10-12,98.06,13.49,57.44,0,27.67,-264.54,32.33,23.73
2015-10-13,98.06,13.31,57.88,0,27.38,-262.65,32.61,22.11
2015-10-14,98.13,14.83,71.5,0,25.64,-261.3,31.84,19.99
2015-10-15,98.12,16.24,79.88,0,25.26,-261.85,31.21,19.9
2015-10-16,98.2,16.91,84.06,0.01,25.07,-264.18,29.9,20.92
2015-10-17,98.25,15.93,79.19,0,25.21,-262.6,30.88,20.33
2015-10-18,98.3,14.83,73.06,0,25.36,-262.73,31.18,20.76
2015-10-19,98.23,14.47,70.38,0,25.53,-262.31,31.62,20.79
2015-10-20,98.02,14.89,71.19,0,25.98,-261.83,32.38,21.06
2015-10-21,97.96,15.75,73.94,0,26.29,-261.99,32.67,21.51
2015-10-22,98.09,15.62,75.81,0,25.55,-263.11,31.33,21.29
2015-10-23,98.1,15.32,73.5,0,25.96,-262.37,32.01,21.23
2015-10-24,98.07,15.08,74.56,0,25.44,-262.51,31.8,21.16
2015-10-25,98.21,13.85,73.88,0.03,24.26,-261.57,31.49,19.91
2015-10-26,98.29,13.49,72.88,0.01,24.08,-260.47,31.24,18.56
2015-10-27,98.24,14.1,72.94,0,24.72,-260.84,31.33,19.01
2015-10-28,98.18,14.71,74.94,0.1,24.98,-261.95,31.11,19.9
2015-10-29,98.15,14.34,77.19,4.2,24.05,-262.07,30.32,19.24
2015-10-30,98.19,14.22,80.56,1.53,23.04,-261.9,29.35,18.11
2015-10-31,98.18,14.34,79.94,0,23.33,-262.01,29.28,18.14
2015-11-1,98.23,14.4,79.62,0,23.55,-263.21,29.26,19.32
2015-11-2,98.26,14.71,78.38,0,24.23,-262.08,30.27,19.21
2015-11-3,98.25,14.53,77.5,0,24.24,-261.72,30.48,19.05
2015-11-4,98.18,13.73,73.06,0,24.51,-260.26,31.46,18.58
2015-11-5,98.17,12.76,67.88,0,24.5,-260.39,31.48,18.72
2015-11-6,98.08,12.45,65.62,0,24.66,-260.67,32.14,19.65
2015-11-7,98.2,12.63,68.38,0,24.47,-259.28,32.37,18.51
2015-11-8,98.31,12.82,71.12,0,24.15,-258.63,32.29,17.76
2015-11-9,98.27,13.18,73.88,0,23.79,-259.21,31.44,17.5
2015-11-10,98.15,13.24,73.94,0,23.8,-260.16,31.12,18.13
2015-11-11,98.19,12.82,71.81,0,23.94,-258.33,32.22,17.4
2015-11-12,98.35,12.63,70.94,0,23.89,-258.42,31.99,17.25
2015-11-13,98.35,11.72,64.56,0,24.12,-259.08,31.91,17.84
2015-11-14,98.14,10.8,63.75,0,23.08,-257.49,31.6,15.94
2015-11-15,98.08,10.93,64.06,0,23.28,-257.4,32.33,16.58
2015-11-16,98.09,11.35,68.44,0,22.87,-257.37,31.77,15.99
2015-11-17,98.04,11.17,68.19,0,22.9,-257.38,32.13,16.37
2015-11-18,98.26,11.23,70.94,0,22.15,-257.06,31.41,15.33
2015-11-19,98.38,10.62,69.56,0,21.8,-256.95,31.15,14.94
2015-11-20,98.29,10.31,67.44,0,21.73,-257.38,30.83,15.07
2015-11-21,98.21,11.54,68.69,0,22.82,-257.57,31.67,16.09
2015-11-22,98.18,10.99,65.12,0,23.12,-258.19,31.7,16.75
2015-11-23,98.22,11.47,64.88,0,23.75,-258.38,31.85,17.08
2015-11-24,98.21,11.05,61.69,0,24,-259.38,31.8,18.03
2015-11-25,98.23,10.93,64.5,0,23.04,-258.12,31.62,16.59
2015-11-26,98.19,11.05,64.06,0,23.37,-258.17,31.55,16.57
2015-11-27,97.97,10.86,61.88,0,23.83,-258.4,32.05,17.3
2015-11-28,98.19,12.27,60.88,0,25.55,-259.51,33.28,19.64
2015-11-29,98.43,12.27,61.88,0,25.4,-260.86,32.33,20.05
2015-11-30,98.46,10.68,60.25,0,24,-258.68,32.3,17.84
2015-12-1,98.28,10.13,57.5,0,24.22,-256.58,33.29,16.73
2015-12-2,98.21,10.86,57.19,0,25.12,-257.68,33.41,17.94
2015-12-3,98.27,10.99,56.69,0,25.18,-259.93,32.86,19.64
2015-12-4,98.27,8.67,52.44,0,22.9,-256.73,31.91,15.49
2015-12-5,98.33,7.39,47.81,0,22.12,-254.57,32.32,13.74
2015-12-6,98.35,6.04,42.31,0,21.02,-254.11,31.56,12.51
2015-12-7,98.42,6.35,44.88,0,20.99,-253.96,31.43,12.25
2015-12-8,98.42,6.16,44.38,0,20.73,-253.88,31.37,12.1
2015-12-9,98.37,6.04,43.94,0,21,-253.58,31.62,12.05
2015-12-10,98.19,6.41,38.31,0,23.18,-255.17,32.45,14.47
2015-12-11,97.92,8.42,41.88,0,25.51,-256.42,34.3,17.57
2015-12-12,97.88,8.73,42.88,0,25.9,-258.56,33.87,19.28
2015-12-13,98.04,7.51,39.31,0,24.4,-255.49,33.44,15.77
2015-12-14,98.11,9.52,48.44,0,24.97,-257.47,33.39,17.71
2015-12-15,98.22,6.1,35.5,0,22.69,-257.64,31.2,15.69
2015-12-16,98.17,7.26,39.31,0,22.81,-255.67,32.3,14.82
2015-12-17,98.03,9.95,49.44,0,25.83,-260.87,33.03,20.75
2015-12-18,98.31,5.92,34.75,0,22.71,-260.83,30.07,17.75
2015-12-19,98.54,5,32.81,0,20.55,-255.41,29.86,12.12
2015-12-20,98.37,8.36,48.25,0.01,22.94,-256.1,31.49,14.45
2015-12-21,98.25,9.4,50.06,0.01,24.56,-260.41,31.62,18.87
2015-12-22,98.42,9.58,56.75,0,22.7,-257.42,31.04,15.3
2015-12-23,98.43,8.12,48.06,0,22.54,-257.9,31.14,15.9
2015-12-24,98.55,3.72,28.81,0,18.98,-256.52,28.73,12.1
2015-12-25,98.73,3.23,29.62,0,16.81,-255.45,26.97,9.27
2015-12-26,98.74,3.23,28.31,0,17.39,-254.48,27.44,8.77
2015-12-27,98.77,3.36,25.94,0,19.9,-252.58,30.19,9.62
2015-12-28,98.8,4.27,27.69,0,22.04,-252.52,32.23,11.6
2015-12-29,98.61,4.52,26.31,0,24.01,-252.6,34.03,13.47
2015-12-30,98.44,4.7,27.75,0,23.5,-253.67,33.9,14.43
2015-12-31,98.57,5.55,34.19,0,23.24,-253.39,33.51,13.76
2016-1-1,98.64,5.43,31.12,0,24.04,-255.21,33.26,15.33
2016-1-2,98.62,5.19,29.88,0,23.89,-256.16,32.73,15.73
2016-1-3,98.54,5,32.88,0,21.37,-255.86,30.83,13.55
2016-1-4,98.6,5.25,36.81,0,21.12,-255.13,30.84,12.82
2016-1-5,98.5,4.7,31.75,0,21.62,-254.41,30.94,12.19
2016-1-6,98.48,4.46,28.12,0,22.37,-254.15,31.69,12.69
2016-1-7,98.54,4.94,31.44,0,22.07,-255.19,31.44,13.48
2016-1-8,98.49,5.43,31.12,0,23.55,-257,31.62,15.47
2016-1-9,98.29,5.37,31.88,0,23.02,-256.86,32.04,15.75
2016-1-10,98.46,4.58,29.81,0,21.57,-256.27,30.64,13.75
2016-1-11,98.48,4.76,31.31,0,22.18,-255.13,30.84,12.83
2016-1-12,98.28,4.03,24.56,0,22.38,-255.13,31.42,13.4
2016-1-13,98.15,4.64,28.25,0,22.4,-255.98,31.54,14.37
2016-1-14,98.17,5.74,33.88,0,22.8,-256.17,31.8,14.82
2016-1-15,98.09,7.32,38.88,0,24.32,-259.06,31.54,17.45
2016-1-16,98,7.87,40.62,0.02,24.76,-261.63,31.11,19.6
2016-1-17,97.99,8.18,43.38,0.52,24.47,-261.38,30.73,18.96
2016-1-18,97.93,8.48,44.88,0.04,24.49,-261.18,31.05,19.08
2016-1-19,97.9,7.08,38.62,0.05,24.14,-261,31.19,19.05
2016-1-20,98.32,6.1,44.62,0,20.22,-258.63,28.33,13.81
2016-1-21,98.58,3.17,27.31,0,18.05,-256.77,27.1,10.72
2016-1-22,98.63,2.81,26.62,0,17.18,-254.18,27.48,8.51
2016-1-23,98.65,2.2,20.75,0,17.44,-251.94,28.69,7.48
2016-1-24,98.52,2.44,20.06,0,19.24,-250.6,30.51,7.95
2016-1-25,98.32,3.05,21.19,0,20.68,-252.35,30.83,10.03
2016-1-26,98.22,5,29.75,0,22,-253.95,31.54,12.33
2016-1-27,98.15,4.27,28.88,0,22.46,-254,32.94,13.8
2016-1-28,98.27,3.48,21.56,0,22.86,-252.7,32.93,12.49
2016-1-29,98.43,4.58,27.31,0,23.5,-252.94,33.69,13.48
2016-1-30,98.35,4.27,25.06,0,24.81,-252.03,35.29,14.17
2016-1-31,98.21,3.78,20.12,0,25.51,-253.97,35.86,16.68
2016-2-1,98.26,4.64,24.88,0,24.9,-253.35,35.33,15.53
2016-2-2,98.27,4.03,21.75,0,24.74,-253.62,35.12,15.6
2016-2-3,98.25,4.94,29,0,23.98,-254.56,33.98,15.38
2016-2-4,98.31,3.66,22.69,0,23.08,-254.51,32.9,14.26
2016-2-5,98.2,3.36,20.38,0,23.48,-253.23,33.48,13.55
2016-2-6,97.95,5.98,28,0,25.15,-253.27,34.42,14.54
2016-2-7,98.09,8.06,37,0,26.96,-260.32,34.59,21.76
2016-2-8,98.2,4.46,23.44,0,25.12,-255.99,33.79,16.63
2016-2-9,98.2,4.27,22.5,0,24.38,-254.85,32.82,14.51
2016-2-10,97.91,6.59,29.62,0,26.62,-255.19,35.05,17.09
2016-2-11,97.83,6.23,29,0,26.8,-258.1,35.37,20.31
2016-2-12,97.88,4.15,18.75,0,26.43,-255.86,35.04,17.74
2016-2-13,97.98,5.37,25.81,0,26.37,-256.31,35.27,18.44
2016-2-14,98.09,5.55,25.25,0,26.84,-256.65,34.63,18.13
2016-2-15,98.14,8,32.62,0,28.58,-261.12,35.2,23.17
2016-2-16,98.23,7.14,31.44,0,28.01,-257.66,36.48,20.98
2016-2-17,98.34,6.1,28.69,0,27.27,-255.73,35.89,18.47
2016-2-18,98.25,6.04,27.31,0,27.8,-255.25,36.95,19.06
2016-2-19,98.29,4.94,22.38,0,27.96,-253.77,37.93,18.55
2016-2-20,98.21,4.76,20.06,0,28.87,-254.85,37.88,19.58
2016-2-21,98.07,7.87,29.94,0,30.24,-257.67,37.9,22.44
2016-2-22,98.13,8.12,29.62,0,31,-257.09,38.65,22.58
2016-2-23,97.96,6.59,23.31,0,30.91,-257.63,38.83,23.3
2016-2-24,97.8,6.41,23.56,0,30.37,-256.85,39.01,22.72
2016-2-25,97.9,8.61,31.69,0,30.49,-258.42,38.08,23.34
2016-2-26,98.12,11.35,42.69,0.76,30.18,-260.27,36.71,23.83
2016-2-27,98.28,11.11,42,1.37,30.2,-261.27,36.17,24.28
2016-2-28,98.41,10.56,40.38,4.44,29.94,-260.99,36.44,24.28
2016-2-29,98.43,12.08,49.62,2.52,28.64,-263.2,34.47,24.52
2016-3-1,98.27,13,56.38,2.36,28.04,-261.97,34.15,22.98
2016-3-2,98.27,11.72,51.19,0.67,28.14,-259.85,35.3,22
2016-3-3,98.31,8.73,36.81,0.19,29.05,-259.45,36.76,23.06
2016-3-4,98.13,10.38,42.62,3.94,29.19,-258.37,36.73,21.94
2016-3-5,97.99,11.11,46.62,2.33,28.97,-258,36.57,21.41
2016-3-6,97.99,11.23,50.44,2.3,27.15,-263.89,32.53,23.28
2016-3-7,97.89,10.38,44.69,0.08,28.9,-257.16,37.61,21.62
2016-3-8,97.81,8.24,33.12,0,29.77,-255.85,38.33,21.04
2016-3-9,97.9,8.18,32.25,0,29.56,-259.52,36.01,22.39
2016-3-10,97.98,7.45,28.06,0,30.79,-258.32,38.44,23.62
2016-3-11,98,7.02,28.06,0,30.14,-255.92,39.08,21.84
2016-3-12,97.75,8.18,28.19,1.12,32.12,-256.8,40.68,24.33
2016-3-13,97.79,8.73,33.56,1.23,30.2,-259.67,37.78,24.3
2016-3-14,97.92,7.2,29.62,0.1,29.27,-258.27,37.52,22.65
2016-3-15,97.97,6.53,28.88,0.43,27.8,-254.95,36.59,18.39
2016-3-16,97.96,9.64,42.62,0.92,27.94,-256.47,36.12,19.44
2016-3-17,97.87,10.62,39.38,0.01,30.48,-257.62,37.99,22.45
2016-3-18,97.76,9.95,35.25,0,32.11,-256.74,40.51,24.1
2016-3-19,97.79,7.26,25.62,0,32.14,-256.27,40.85,23.96
2016-3-20,97.85,6.29,23.06,0,31.93,-255.78,40.83,23.47
2016-3-21,97.74,3.66,14.69,0,31.05,-255.28,40.62,22.76
2016-3-22,97.68,3.91,14.81,0,30.8,-252.9,40.63,20.38
2016-3-23,97.8,3.05,11.88,0,31.54,-252.22,41.34,20.4
2016-3-24,98.02,2.5,10.12,0,30.42,-250.52,41.59,18.96
2016-3-25,98.06,4.33,15.06,0,31.1,-251.11,41.56,19.52
2016-3-26,97.91,6.84,22.38,0,33.01,-253.96,42.17,22.99
2016-3-27,97.82,8.18,26.25,2.41,33.74,-256.43,41.9,25.19
2016-3-28,97.99,10.8,38.69,2.77,31.55,-257.96,39.37,24.19
2016-3-29,97.9,7.45,27.94,0,32.49,-255.85,41.36,24.05
2016-3-30,97.92,5.19,19.5,0,31.54,-255.07,40.26,22.19
2016-3-31,97.79,7.45,25.81,0,32.65,-254.76,41.14,22.75
2016-4-1,97.58,4.58,16.62,0,32.77,-253.74,42.58,23.19
2016-4-2,97.66,4.94,16,0,33.44,-254.19,42.93,23.97
2016-4-3,97.72,6.29,19.12,0,34.63,-254.71,43.9,25.47
2016-4-4,97.56,7.75,21.75,0,36,-255.72,44.33,26.91
2016-4-5,97.55,8,22.75,2.29,35.51,-258.6,43.13,28.58
2016-4-6,97.8,10.38,32.94,0.57,33.09,-261.65,39.31,27.81
2016-4-7,97.71,10.99,35.75,0.52,33.59,-258.14,40.94,25.93
2016-4-8,97.65,8.42,26.19,0,34.38,-258.54,42.12,27.5
2016-4-9,97.71,8.61,25.94,0,34.58,-257.34,42.29,26.48
2016-4-10,97.78,7.51,21.56,0,35.32,-257.81,42.56,27.21
